instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_users,hour_interval
235,2011-01-11,spring,2011,January,1,no,tuesday,yes,1,0.14,0.1515,0.59,0.1642,0,3,3,1 - 2
236,2011-01-11,spring,2011,January,2,no,tuesday,yes,2,0.16,0.1515,0.55,0.194,0,3,3,2 - 3
237,2011-01-11,spring,2011,January,5,no,tuesday,yes,2,0.16,0.1818,0.55,0.1343,0,6,6,5 - 6
238,2011-01-11,spring,2011,January,6,no,tuesday,yes,2,0.16,0.1818,0.55,0.1343,0,27,27,6 - 7
239,2011-01-11,spring,2011,January,7,no,tuesday,yes,2,0.16,0.2273,0.55,0.0,2,97,99,7 - 8
240,2011-01-11,spring,2011,January,8,no,tuesday,yes,2,0.18,0.2121,0.51,0.0896,3,214,217,8 - 9
241,2011-01-11,spring,2011,January,9,no,tuesday,yes,2,0.18,0.197,0.51,0.1642,3,127,130,9 - 10
242,2011-01-11,spring,2011,January,10,no,tuesday,yes,2,0.2,0.2121,0.51,0.1642,3,51,54,10 - 11
243,2011-01-11,spring,2011,January,11,no,tuesday,yes,2,0.2,0.2121,0.47,0.1343,4,31,35,11 - 12
244,2011-01-11,spring,2011,January,12,no,tuesday,yes,2,0.2,0.2273,0.51,0.1045,2,55,57,12 - 13
245,2011-01-11,spring,2011,January,13,no,tuesday,yes,2,0.2,0.2273,0.59,0.0896,6,46,52,13 - 14
246,2011-01-11,spring,2011,January,14,no,tuesday,yes,2,0.2,0.2273,0.59,0.0896,3,60,63,14 - 15
247,2011-01-11,spring,2011,January,15,no,tuesday,yes,2,0.16,0.197,0.8,0.0896,2,45,47,15 - 16
248,2011-01-11,spring,2011,January,16,no,tuesday,yes,2,0.16,0.1515,0.86,0.2239,4,72,76,16 - 17
249,2011-01-11,spring,2011,January,17,no,tuesday,yes,2,0.16,0.1515,0.86,0.2239,6,130,136,17 - 18
250,2011-01-11,spring,2011,January,18,no,tuesday,yes,3,0.16,0.1818,0.93,0.1045,1,94,95,18 - 19
251,2011-01-11,spring,2011,January,19,no,tuesday,yes,3,0.16,0.2273,0.93,0.0,0,51,51,19 - 20
252,2011-01-11,spring,2011,January,20,no,tuesday,yes,3,0.16,0.1515,0.93,0.194,0,32,32,20 - 21
253,2011-01-11,spring,2011,January,21,no,tuesday,yes,3,0.16,0.197,0.86,0.0896,0,20,20,21 - 22
254,2011-01-11,spring,2011,January,22,no,tuesday,yes,3,0.16,0.1818,0.93,0.1045,1,28,29,22 - 23
255,2011-01-11,spring,2011,January,23,no,tuesday,yes,3,0.16,0.197,0.93,0.0896,1,18,19,23 - 24
256,2011-01-12,spring,2011,January,0,no,wednesday,yes,2,0.16,0.197,0.86,0.0896,0,7,7,0 - 1
257,2011-01-12,spring,2011,January,1,no,wednesday,yes,2,0.16,0.1818,0.86,0.1045,0,6,6,1 - 2
258,2011-01-12,spring,2011,January,2,no,wednesday,yes,1,0.14,0.1515,0.86,0.1343,0,1,1,2 - 3
259,2011-01-12,spring,2011,January,5,no,wednesday,yes,1,0.14,0.1515,0.86,0.1642,0,5,5,5 - 6
260,2011-01-12,spring,2011,January,6,no,wednesday,yes,1,0.12,0.1515,0.93,0.1343,0,16,16,6 - 7
261,2011-01-12,spring,2011,January,7,no,wednesday,yes,1,0.14,0.1515,0.69,0.1343,0,54,54,7 - 8
262,2011-01-12,spring,2011,January,8,no,wednesday,yes,1,0.16,0.1667,0.59,0.1642,3,125,128,8 - 9
263,2011-01-12,spring,2011,January,9,no,wednesday,yes,1,0.16,0.1364,0.59,0.3284,3,78,81,9 - 10
264,2011-01-12,spring,2011,January,10,no,wednesday,yes,1,0.18,0.1818,0.55,0.2239,0,39,39,10 - 11
265,2011-01-12,spring,2011,January,11,no,wednesday,yes,1,0.2,0.1818,0.51,0.3881,3,32,35,11 - 12
266,2011-01-12,spring,2011,January,12,no,wednesday,yes,1,0.2,0.1515,0.47,0.5821,3,52,55,12 - 13
267,2011-01-12,spring,2011,January,13,no,wednesday,yes,1,0.22,0.197,0.44,0.3582,0,49,49,13 - 14
268,2011-01-12,spring,2011,January,14,no,wednesday,yes,1,0.2,0.1818,0.47,0.3284,0,44,44,14 - 15
269,2011-01-12,spring,2011,January,15,no,wednesday,yes,1,0.2,0.1667,0.47,0.4179,1,48,49,15 - 16
270,2011-01-12,spring,2011,January,16,no,wednesday,yes,1,0.22,0.197,0.44,0.3284,5,63,68,16 - 17
271,2011-01-12,spring,2011,January,17,no,wednesday,yes,1,0.2,0.1818,0.47,0.3582,0,139,139,17 - 18
272,2011-01-12,spring,2011,January,18,no,wednesday,yes,1,0.2,0.1515,0.47,0.5224,2,135,137,18 - 19
273,2011-01-12,spring,2011,January,19,no,wednesday,yes,1,0.18,0.1515,0.47,0.4179,1,82,83,19 - 20
274,2011-01-12,spring,2011,January,20,no,wednesday,yes,1,0.16,0.1364,0.5,0.3284,2,54,56,20 - 21
275,2011-01-12,spring,2011,January,21,no,wednesday,yes,1,0.16,0.1364,0.55,0.3284,0,57,57,21 - 22
276,2011-01-12,spring,2011,January,22,no,wednesday,yes,1,0.16,0.1212,0.55,0.4478,1,32,33,22 - 23
277,2011-01-12,spring,2011,January,23,no,wednesday,yes,1,0.14,0.1061,0.59,0.4179,1,19,20,23 - 24
278,2011-01-13,spring,2011,January,0,no,thursday,yes,1,0.14,0.1212,0.59,0.2836,1,6,7,0 - 1
279,2011-01-13,spring,2011,January,1,no,thursday,yes,1,0.14,0.1212,0.5,0.2836,0,2,2,1 - 2
280,2011-01-13,spring,2011,January,2,no,thursday,yes,1,0.14,0.1212,0.5,0.3582,0,2,2,2 - 3
281,2011-01-13,spring,2011,January,3,no,thursday,yes,1,0.14,0.1212,0.5,0.3284,0,3,3,3 - 4
282,2011-01-13,spring,2011,January,4,no,thursday,yes,1,0.14,0.1212,0.5,0.2537,0,4,4,4 - 5
283,2011-01-13,spring,2011,January,5,no,thursday,yes,1,0.14,0.1212,0.5,0.2985,0,3,3,5 - 6
284,2011-01-13,spring,2011,January,6,no,thursday,yes,1,0.12,0.1515,0.54,0.1343,0,28,28,6 - 7
285,2011-01-13,spring,2011,January,7,no,thursday,yes,1,0.12,0.1515,0.54,0.1343,0,72,72,7 - 8
286,2011-01-13,spring,2011,January,8,no,thursday,yes,1,0.14,0.1364,0.5,0.194,5,197,202,8 - 9
287,2011-01-13,spring,2011,January,9,no,thursday,yes,1,0.14,0.1212,0.5,0.3284,2,137,139,9 - 10
288,2011-01-13,spring,2011,January,10,no,thursday,yes,2,0.16,0.1364,0.5,0.3582,2,36,38,10 - 11
289,2011-01-13,spring,2011,January,11,no,thursday,yes,2,0.2,0.1667,0.44,0.4478,4,33,37,11 - 12
290,2011-01-13,spring,2011,January,12,no,thursday,yes,1,0.2,0.1667,0.44,0.4179,3,49,52,12 - 13
291,2011-01-13,spring,2011,January,13,no,thursday,yes,1,0.22,0.197,0.41,0.4478,2,81,83,13 - 14
292,2011-01-13,spring,2011,January,14,no,thursday,yes,1,0.22,0.197,0.41,0.3881,3,39,42,14 - 15
293,2011-01-13,spring,2011,January,15,no,thursday,yes,1,0.24,0.2121,0.38,0.2985,5,55,60,15 - 16
294,2011-01-13,spring,2011,January,16,no,thursday,yes,1,0.24,0.2121,0.38,0.3582,2,76,78,16 - 17
295,2011-01-13,spring,2011,January,17,no,thursday,yes,1,0.2,0.1818,0.4,0.2836,4,158,162,17 - 18
296,2011-01-13,spring,2011,January,18,no,thursday,yes,1,0.2,0.1818,0.4,0.3284,3,141,144,18 - 19
297,2011-01-13,spring,2011,January,19,no,thursday,yes,1,0.16,0.1515,0.47,0.2537,1,98,99,19 - 20
298,2011-01-13,spring,2011,January,20,no,thursday,yes,1,0.16,0.1515,0.47,0.2239,0,64,64,20 - 21
299,2011-01-13,spring,2011,January,21,no,thursday,yes,1,0.14,0.1212,0.46,0.2985,0,40,40,21 - 22
300,2011-01-13,spring,2011,January,22,no,thursday,yes,1,0.14,0.1212,0.46,0.3284,0,30,30,22 - 23
301,2011-01-13,spring,2011,January,23,no,thursday,yes,1,0.12,0.1364,0.5,0.194,1,14,15,23 - 24
302,2011-01-14,spring,2011,January,0,no,friday,yes,1,0.12,0.1364,0.5,0.194,0,14,14,0 - 1
303,2011-01-14,spring,2011,January,1,no,friday,yes,1,0.1,0.1212,0.54,0.1642,0,5,5,1 - 2
304,2011-01-14,spring,2011,January,2,no,friday,yes,1,0.1,0.1212,0.54,0.1343,0,1,1,2 - 3
305,2011-01-14,spring,2011,January,3,no,friday,yes,1,0.1,0.1364,0.54,0.1045,0,1,1,3 - 4
306,2011-01-14,spring,2011,January,5,no,friday,yes,1,0.1,0.1364,0.54,0.0896,0,8,8,5 - 6
307,2011-01-14,spring,2011,January,6,no,friday,yes,1,0.1,0.1818,0.54,0.0,0,17,17,6 - 7
308,2011-01-14,spring,2011,January,7,no,friday,yes,1,0.1,0.1212,0.74,0.1642,0,70,70,7 - 8
309,2011-01-14,spring,2011,January,8,no,friday,yes,1,0.12,0.1667,0.68,0.0,2,156,158,8 - 9
310,2011-01-14,spring,2011,January,9,no,friday,yes,1,0.14,0.1515,0.69,0.1343,0,117,117,9 - 10
311,2011-01-14,spring,2011,January,10,no,friday,yes,1,0.18,0.1818,0.55,0.194,4,40,44,10 - 11
312,2011-01-14,spring,2011,January,11,no,friday,yes,1,0.18,0.1667,0.51,0.2836,6,47,53,11 - 12
313,2011-01-14,spring,2011,January,12,no,friday,yes,1,0.2,0.197,0.44,0.2537,2,59,61,12 - 13
314,2011-01-14,spring,2011,January,13,no,friday,yes,1,0.22,0.197,0.37,0.3881,4,73,77,13 - 14
315,2011-01-14,spring,2011,January,14,no,friday,yes,1,0.22,0.2121,0.41,0.2836,5,59,64,14 - 15
316,2011-01-14,spring,2011,January,15,no,friday,yes,1,0.24,0.2424,0.38,0.1642,9,59,68,15 - 16
317,2011-01-14,spring,2011,January,16,no,friday,yes,1,0.22,0.2424,0.41,0.1045,3,87,90,16 - 17
318,2011-01-14,spring,2011,January,17,no,friday,yes,1,0.22,0.2273,0.41,0.1642,4,155,159,17 - 18
319,2011-01-14,spring,2011,January,18,no,friday,yes,1,0.2,0.2576,0.47,0.0,5,134,139,18 - 19
320,2011-01-14,spring,2011,January,19,no,friday,yes,1,0.16,0.197,0.59,0.0896,3,89,92,19 - 20
321,2011-01-14,spring,2011,January,20,no,friday,yes,1,0.18,0.2424,0.59,0.0,0,68,68,20 - 21
322,2011-01-14,spring,2011,January,21,no,friday,yes,1,0.16,0.2273,0.69,0.0,4,48,52,21 - 22
323,2011-01-14,spring,2011,January,22,no,friday,yes,2,0.16,0.2273,0.69,0.0,2,34,36,22 - 23
324,2011-01-14,spring,2011,January,23,no,friday,yes,2,0.18,0.2424,0.55,0.0,1,26,27,23 - 24
325,2011-01-15,spring,2011,January,0,no,saturday,no,1,0.18,0.2424,0.55,0.0,3,25,28,0 - 1
326,2011-01-15,spring,2011,January,1,no,saturday,no,2,0.16,0.197,0.59,0.0896,2,18,20,1 - 2
327,2011-01-15,spring,2011,January,2,no,saturday,no,2,0.16,0.197,0.59,0.0896,0,12,12,2 - 3
328,2011-01-15,spring,2011,January,3,no,saturday,no,2,0.16,0.2273,0.59,0.0,1,7,8,3 - 4
329,2011-01-15,spring,2011,January,4,no,saturday,no,2,0.16,0.2273,0.59,0.0,0,5,5,4 - 5
330,2011-01-15,spring,2011,January,5,no,saturday,no,1,0.16,0.2273,0.59,0.0,0,1,1,5 - 6
331,2011-01-15,spring,2011,January,6,no,saturday,no,1,0.14,0.1667,0.63,0.1045,1,2,3,6 - 7
332,2011-01-15,spring,2011,January,7,no,saturday,no,1,0.14,0.2121,0.63,0.0,1,9,10,7 - 8
333,2011-01-15,spring,2011,January,8,no,saturday,no,1,0.14,0.1515,0.63,0.1343,1,22,23,8 - 9
334,2011-01-15,spring,2011,January,9,no,saturday,no,1,0.16,0.1818,0.64,0.1343,2,31,33,9 - 10
335,2011-01-15,spring,2011,January,10,no,saturday,no,1,0.18,0.197,0.59,0.1642,2,57,59,10 - 11
336,2011-01-15,spring,2011,January,11,no,saturday,no,1,0.2,0.197,0.55,0.2239,18,54,72,11 - 12
337,2011-01-15,spring,2011,January,12,no,saturday,no,1,0.24,0.2273,0.48,0.2239,15,74,89,12 - 13
338,2011-01-15,spring,2011,January,13,no,saturday,no,1,0.28,0.2576,0.38,0.2985,21,80,101,13 - 14
339,2011-01-15,spring,2011,January,14,no,saturday,no,1,0.3,0.2879,0.39,0.2836,26,92,118,14 - 15
340,2011-01-15,spring,2011,January,15,no,saturday,no,2,0.32,0.3182,0.36,0.194,21,108,129,15 - 16
341,2011-01-15,spring,2011,January,16,no,saturday,no,2,0.34,0.3333,0.34,0.194,33,95,128,16 - 17
342,2011-01-15,spring,2011,January,17,no,saturday,no,2,0.32,0.303,0.36,0.2836,29,54,83,17 - 18
343,2011-01-15,spring,2011,January,18,no,saturday,no,2,0.3,0.2879,0.45,0.2537,15,69,84,18 - 19
344,2011-01-15,spring,2011,January,19,no,saturday,no,2,0.32,0.303,0.39,0.2537,14,60,74,19 - 20
345,2011-01-15,spring,2011,January,20,no,saturday,no,2,0.32,0.303,0.39,0.2537,6,35,41,20 - 21
346,2011-01-15,spring,2011,January,21,no,saturday,no,2,0.32,0.303,0.39,0.2239,6,51,57,21 - 22
347,2011-01-15,spring,2011,January,22,no,saturday,no,2,0.3,0.3182,0.42,0.1045,0,26,26,22 - 23
348,2011-01-15,spring,2011,January,23,no,saturday,no,1,0.3,0.2879,0.45,0.2836,5,39,44,23 - 24
349,2011-01-16,spring,2011,January,0,no,sunday,no,1,0.26,0.303,0.56,0.0,6,33,39,0 - 1
350,2011-01-16,spring,2011,January,1,no,sunday,no,1,0.26,0.2727,0.56,0.1343,4,19,23,1 - 2
351,2011-01-16,spring,2011,January,2,no,sunday,no,1,0.26,0.2879,0.56,0.0896,3,13,16,2 - 3
352,2011-01-16,spring,2011,January,3,no,sunday,no,1,0.22,0.2727,0.69,0.0,9,6,15,3 - 4
353,2011-01-16,spring,2011,January,4,no,sunday,no,1,0.26,0.2576,0.56,0.1642,0,1,1,4 - 5
354,2011-01-16,spring,2011,January,5,no,sunday,no,2,0.26,0.2576,0.56,0.1642,1,1,2,5 - 6
355,2011-01-16,spring,2011,January,6,no,sunday,no,2,0.26,0.2576,0.56,0.1642,0,1,1,6 - 7
356,2011-01-16,spring,2011,January,7,no,sunday,no,2,0.24,0.2121,0.56,0.2985,0,3,3,7 - 8
357,2011-01-16,spring,2011,January,8,no,sunday,no,1,0.22,0.2121,0.55,0.2836,0,18,18,8 - 9
358,2011-01-16,spring,2011,January,9,no,sunday,no,1,0.22,0.2121,0.51,0.2537,3,29,32,9 - 10
359,2011-01-16,spring,2011,January,10,no,sunday,no,1,0.22,0.2121,0.51,0.2836,8,71,79,10 - 11
360,2011-01-16,spring,2011,January,11,no,sunday,no,1,0.24,0.2273,0.44,0.2537,23,70,93,11 - 12
361,2011-01-16,spring,2011,January,12,no,sunday,no,1,0.24,0.2121,0.41,0.2836,29,75,104,12 - 13
362,2011-01-16,spring,2011,January,13,no,sunday,no,1,0.26,0.2273,0.35,0.2985,23,95,118,13 - 14
363,2011-01-16,spring,2011,January,14,no,sunday,no,1,0.28,0.2727,0.36,0.2537,22,69,91,14 - 15
364,2011-01-16,spring,2011,January,15,no,sunday,no,1,0.26,0.2424,0.38,0.2537,35,78,113,15 - 16
365,2011-01-16,spring,2011,January,16,no,sunday,no,1,0.24,0.2273,0.38,0.2239,22,77,99,16 - 17
366,2011-01-16,spring,2011,January,17,no,sunday,no,1,0.22,0.2121,0.37,0.2537,23,82,105,17 - 18
367,2011-01-16,spring,2011,January,18,no,sunday,no,1,0.2,0.2121,0.4,0.1642,11,56,67,18 - 19
368,2011-01-16,spring,2011,January,19,no,sunday,no,1,0.18,0.197,0.47,0.1343,14,47,61,19 - 20
369,2011-01-16,spring,2011,January,20,no,sunday,no,1,0.18,0.197,0.47,0.1642,7,50,57,20 - 21
370,2011-01-16,spring,2011,January,21,no,sunday,no,1,0.18,0.197,0.51,0.1642,6,22,28,21 - 22
371,2011-01-16,spring,2011,January,22,no,sunday,no,2,0.2,0.2121,0.49,0.1343,2,19,21,22 - 23
372,2011-01-16,spring,2011,January,23,no,sunday,no,2,0.2,0.2273,0.4,0.1045,0,18,18,23 - 24
373,2011-01-17,spring,2011,January,0,yes,monday,no,2,0.2,0.197,0.47,0.2239,1,16,17,0 - 1
374,2011-01-17,spring,2011,January,1,yes,monday,no,2,0.2,0.197,0.44,0.194,1,15,16,1 - 2
375,2011-01-17,spring,2011,January,2,yes,monday,no,2,0.18,0.1667,0.43,0.2537,0,8,8,2 - 3
376,2011-01-17,spring,2011,January,3,yes,monday,no,2,0.18,0.1818,0.43,0.194,0,2,2,3 - 4
377,2011-01-17,spring,2011,January,4,yes,monday,no,2,0.18,0.197,0.43,0.1343,1,2,3,4 - 5
378,2011-01-17,spring,2011,January,5,yes,monday,no,2,0.18,0.197,0.43,0.1642,0,1,1,5 - 6
379,2011-01-17,spring,2011,January,6,yes,monday,no,2,0.18,0.1818,0.43,0.194,0,5,5,6 - 7
380,2011-01-17,spring,2011,January,7,yes,monday,no,2,0.16,0.1818,0.5,0.1343,4,9,13,7 - 8
381,2011-01-17,spring,2011,January,8,yes,monday,no,2,0.16,0.1515,0.47,0.2239,3,30,33,8 - 9
382,2011-01-17,spring,2011,January,9,yes,monday,no,2,0.16,0.1515,0.47,0.2239,8,39,47,9 - 10
383,2011-01-17,spring,2011,January,10,yes,monday,no,2,0.16,0.1515,0.5,0.2537,7,50,57,10 - 11
384,2011-01-17,spring,2011,January,11,yes,monday,no,2,0.16,0.1515,0.55,0.194,9,55,64,11 - 12
385,2011-01-17,spring,2011,January,12,yes,monday,no,2,0.18,0.197,0.47,0.1343,10,70,80,12 - 13
386,2011-01-17,spring,2011,January,13,yes,monday,no,2,0.18,0.197,0.47,0.1343,13,80,93,13 - 14
387,2011-01-17,spring,2011,January,14,yes,monday,no,2,0.18,0.2121,0.43,0.1045,12,74,86,14 - 15
388,2011-01-17,spring,2011,January,15,yes,monday,no,2,0.2,0.2121,0.47,0.1642,21,72,93,15 - 16
389,2011-01-17,spring,2011,January,16,yes,monday,no,2,0.2,0.2121,0.47,0.1642,6,76,82,16 - 17
390,2011-01-17,spring,2011,January,17,yes,monday,no,1,0.2,0.197,0.51,0.194,4,67,71,17 - 18
391,2011-01-17,spring,2011,January,18,yes,monday,no,2,0.18,0.1667,0.55,0.2537,7,85,92,18 - 19
392,2011-01-17,spring,2011,January,19,yes,monday,no,3,0.18,0.1818,0.59,0.194,2,58,60,19 - 20
393,2011-01-17,spring,2011,January,20,yes,monday,no,3,0.16,0.1515,0.8,0.194,4,29,33,20 - 21
394,2011-01-17,spring,2011,January,21,yes,monday,no,3,0.16,0.1515,0.8,0.194,3,24,27,21 - 22
395,2011-01-17,spring,2011,January,22,yes,monday,no,3,0.14,0.1212,0.93,0.2537,0,13,13,22 - 23
396,2011-01-17,spring,2011,January,23,yes,monday,no,3,0.16,0.1364,0.86,0.2836,1,3,4,23 - 24
397,2011-01-18,spring,2011,January,12,no,tuesday,yes,2,0.2,0.1818,0.86,0.3284,0,3,3,12 - 13
398,2011-01-18,spring,2011,January,13,no,tuesday,yes,2,0.2,0.197,0.86,0.2239,0,22,22,13 - 14
399,2011-01-18,spring,2011,January,14,no,tuesday,yes,2,0.22,0.2273,0.8,0.1642,2,26,28,14 - 15
400,2011-01-18,spring,2011,January,15,no,tuesday,yes,2,0.22,0.2273,0.87,0.1642,3,32,35,15 - 16
401,2011-01-18,spring,2011,January,16,no,tuesday,yes,2,0.22,0.2273,0.87,0.194,0,61,61,16 - 17
402,2011-01-18,spring,2011,January,17,no,tuesday,yes,2,0.22,0.2273,0.82,0.194,1,124,125,17 - 18
403,2011-01-18,spring,2011,January,18,no,tuesday,yes,2,0.22,0.2273,0.8,0.1642,1,132,133,18 - 19
404,2011-01-18,spring,2011,January,19,no,tuesday,yes,2,0.22,0.2273,0.8,0.1343,1,98,99,19 - 20
405,2011-01-18,spring,2011,January,20,no,tuesday,yes,2,0.22,0.2727,0.87,0.0,0,83,83,20 - 21
406,2011-01-18,spring,2011,January,21,no,tuesday,yes,2,0.22,0.2424,0.93,0.1045,0,41,41,21 - 22
407,2011-01-18,spring,2011,January,22,no,tuesday,yes,2,0.22,0.2576,0.93,0.0896,0,33,33,22 - 23
408,2011-01-18,spring,2011,January,23,no,tuesday,yes,2,0.22,0.2727,0.93,0.0,1,19,20,23 - 24
409,2011-01-19,spring,2011,January,0,no,wednesday,yes,2,0.22,0.2727,0.93,0.0,0,3,3,0 - 1
410,2011-01-19,spring,2011,January,1,no,wednesday,yes,3,0.22,0.2273,0.93,0.1343,1,6,7,1 - 2
411,2011-01-19,spring,2011,January,2,no,wednesday,yes,3,0.22,0.2273,0.93,0.1343,0,3,3,2 - 3
412,2011-01-19,spring,2011,January,4,no,wednesday,yes,3,0.22,0.2273,0.93,0.1343,1,1,2,4 - 5
413,2011-01-19,spring,2011,January,5,no,wednesday,yes,2,0.22,0.2576,0.93,0.0896,0,7,7,5 - 6
414,2011-01-19,spring,2011,January,6,no,wednesday,yes,2,0.22,0.2576,0.93,0.0896,0,32,32,6 - 7
415,2011-01-19,spring,2011,January,7,no,wednesday,yes,2,0.24,0.2576,0.92,0.1045,1,89,90,7 - 8
416,2011-01-19,spring,2011,January,8,no,wednesday,yes,2,0.24,0.2576,0.93,0.1045,1,196,197,8 - 9
417,2011-01-19,spring,2011,January,9,no,wednesday,yes,2,0.24,0.2576,0.93,0.1045,2,107,109,9 - 10
418,2011-01-19,spring,2011,January,10,no,wednesday,yes,2,0.26,0.2727,0.93,0.1343,1,46,47,10 - 11
419,2011-01-19,spring,2011,January,11,no,wednesday,yes,2,0.28,0.303,0.87,0.0896,5,47,52,11 - 12
420,2011-01-19,spring,2011,January,12,no,wednesday,yes,2,0.3,0.3182,0.81,0.0896,5,65,70,12 - 13
421,2011-01-19,spring,2011,January,13,no,wednesday,yes,1,0.4,0.4091,0.62,0.2836,11,67,78,13 - 14
422,2011-01-19,spring,2011,January,14,no,wednesday,yes,1,0.4,0.4091,0.58,0.2537,7,68,75,14 - 15
423,2011-01-19,spring,2011,January,15,no,wednesday,yes,1,0.4,0.4091,0.54,0.2836,4,78,82,15 - 16
424,2011-01-19,spring,2011,January,16,no,wednesday,yes,1,0.38,0.3939,0.58,0.3881,10,94,104,16 - 17
425,2011-01-19,spring,2011,January,17,no,wednesday,yes,1,0.36,0.3333,0.57,0.3284,7,190,197,17 - 18
426,2011-01-19,spring,2011,January,18,no,wednesday,yes,1,0.34,0.3182,0.61,0.2836,5,156,161,18 - 19
427,2011-01-19,spring,2011,January,19,no,wednesday,yes,1,0.32,0.2879,0.57,0.4179,4,108,112,19 - 20
428,2011-01-19,spring,2011,January,20,no,wednesday,yes,1,0.32,0.303,0.49,0.2985,2,74,76,20 - 21
429,2011-01-19,spring,2011,January,21,no,wednesday,yes,1,0.32,0.2879,0.49,0.4179,4,55,59,21 - 22
430,2011-01-19,spring,2011,January,22,no,wednesday,yes,1,0.3,0.303,0.52,0.1642,6,53,59,22 - 23
431,2011-01-19,spring,2011,January,23,no,wednesday,yes,1,0.3,0.2727,0.52,0.4627,1,27,28,23 - 24
432,2011-01-20,spring,2011,January,0,no,thursday,yes,1,0.26,0.2273,0.56,0.3881,5,8,13,0 - 1
433,2011-01-20,spring,2011,January,1,no,thursday,yes,1,0.26,0.2727,0.56,0.0,2,3,5,1 - 2
434,2011-01-20,spring,2011,January,2,no,thursday,yes,1,0.26,0.2727,0.56,0.0,0,2,2,2 - 3
435,2011-01-20,spring,2011,January,3,no,thursday,yes,1,0.26,0.2576,0.56,0.1642,0,1,1,3 - 4
436,2011-01-20,spring,2011,January,4,no,thursday,yes,1,0.26,0.2576,0.56,0.1642,0,1,1,4 - 5
437,2011-01-20,spring,2011,January,5,no,thursday,yes,1,0.24,0.2273,0.6,0.2239,0,6,6,5 - 6
438,2011-01-20,spring,2011,January,6,no,thursday,yes,1,0.22,0.2121,0.6,0.2239,0,35,35,6 - 7
439,2011-01-20,spring,2011,January,7,no,thursday,yes,1,0.22,0.2121,0.55,0.2239,1,100,101,7 - 8
440,2011-01-20,spring,2011,January,8,no,thursday,yes,1,0.22,0.2121,0.55,0.2836,2,247,249,8 - 9
441,2011-01-20,spring,2011,January,9,no,thursday,yes,2,0.24,0.2273,0.52,0.2239,3,140,143,9 - 10
442,2011-01-20,spring,2011,January,10,no,thursday,yes,1,0.26,0.2273,0.48,0.2985,1,56,57,10 - 11
443,2011-01-20,spring,2011,January,11,no,thursday,yes,2,0.28,0.2727,0.45,0.1642,5,63,68,11 - 12
444,2011-01-20,spring,2011,January,12,no,thursday,yes,2,0.3,0.3333,0.42,0.0,7,77,84,12 - 13
445,2011-01-20,spring,2011,January,13,no,thursday,yes,2,0.28,0.2879,0.45,0.1045,12,86,98,13 - 14
446,2011-01-20,spring,2011,January,14,no,thursday,yes,2,0.3,0.303,0.45,0.1343,6,75,81,14 - 15
447,2011-01-20,spring,2011,January,15,no,thursday,yes,2,0.32,0.3182,0.45,0.194,8,62,70,15 - 16
448,2011-01-20,spring,2011,January,16,no,thursday,yes,2,0.3,0.303,0.49,0.1343,8,83,91,16 - 17
449,2011-01-20,spring,2011,January,17,no,thursday,yes,2,0.3,0.3182,0.49,0.1045,8,207,215,17 - 18
450,2011-01-20,spring,2011,January,18,no,thursday,yes,2,0.26,0.2576,0.56,0.194,1,184,185,18 - 19
451,2011-01-20,spring,2011,January,19,no,thursday,yes,1,0.26,0.2273,0.56,0.3284,6,146,152,19 - 20
452,2011-01-20,spring,2011,January,20,no,thursday,yes,2,0.26,0.2424,0.6,0.2836,2,124,126,20 - 21
453,2011-01-20,spring,2011,January,21,no,thursday,yes,2,0.24,0.2273,0.6,0.2537,3,54,57,21 - 22
454,2011-01-20,spring,2011,January,22,no,thursday,yes,2,0.24,0.2121,0.65,0.2836,0,56,56,22 - 23
455,2011-01-20,spring,2011,January,23,no,thursday,yes,2,0.24,0.2121,0.65,0.3284,3,28,31,23 - 24
456,2011-01-21,spring,2011,January,0,no,friday,yes,2,0.24,0.2273,0.7,0.2537,1,20,21,0 - 1
457,2011-01-21,spring,2011,January,1,no,friday,yes,2,0.24,0.2273,0.7,0.2537,0,6,6,1 - 2
458,2011-01-21,spring,2011,January,2,no,friday,yes,3,0.24,0.2424,0.75,0.1642,0,2,2,2 - 3
459,2011-01-21,spring,2011,January,3,no,friday,yes,3,0.22,0.2121,0.8,0.2985,0,1,1,3 - 4
460,2011-01-21,spring,2011,January,4,no,friday,yes,2,0.22,0.2576,0.87,0.0896,0,1,1,4 - 5
461,2011-01-21,spring,2011,January,5,no,friday,yes,1,0.24,0.197,0.6,0.4179,1,4,5,5 - 6
462,2011-01-21,spring,2011,January,6,no,friday,yes,1,0.22,0.2121,0.55,0.2537,0,27,27,6 - 7
463,2011-01-21,spring,2011,January,7,no,friday,yes,1,0.2,0.1818,0.51,0.2836,2,66,68,7 - 8
464,2011-01-21,spring,2011,January,8,no,friday,yes,1,0.2,0.1818,0.47,0.3284,7,210,217,8 - 9
465,2011-01-21,spring,2011,January,9,no,friday,yes,1,0.2,0.1818,0.51,0.3582,7,159,166,9 - 10
466,2011-01-21,spring,2011,January,10,no,friday,yes,1,0.2,0.1667,0.47,0.4627,6,57,63,10 - 11
467,2011-01-21,spring,2011,January,11,no,friday,yes,1,0.22,0.1818,0.41,0.4627,6,53,59,11 - 12
468,2011-01-21,spring,2011,January,12,no,friday,yes,1,0.22,0.1818,0.27,0.5821,11,67,78,12 - 13
